protein.Accession,protein_probability,protein_probability_soft_label,gene_symbol,mRNA_TPM,hard_label
C9JXX5,0,0.067446025,FREY1,0,0
D6R901,0,0.435816122,USP17L21,0,
D6R9N7,0,0.308880047,USP17L18,0,
D6RBQ6,0,0.226343863,USP17L17,0,0
D6RJB6,0,0.449588082,USP17L20,0,
E7ETH6,0,0.129722036,ZNF587B,2.983012809,0
E9PB15,0,0.20413494,PTGES3L,1.231059149,0
E9PQ53,0,0.689074175,NDUFC2-KCTD14,0,
F7VJQ1,0,0.147476534,PRNP,4.189595432,0
F8VTS6,0,0.264991034,RFPL4AL1,0,0
G3V0H7,0,0.267525273,SLCO1B7,0.038855756,0
G5E9R7,0,0,KRTAP4-16,0,0
H3BRN8,0,0.237082845,PIERCE2,0.398562893,0
H3BSY2,0,0.567906192,GOLGA8M,0,
I1YAP6,0,0.216233377,TRIM77,0,0
I3L273,0,0.128245912,GFY,0,0
I3L3R5,0,0.290577325,CCER2,1.987147195,0
L0R819,0,0.576281992,ASDURF,0,
O00479,0,0,HMGN4,3.432564211,0
O00634,0,0.249280629,NTN3,0.111630084,0
O14498,0,0.345830138,ISLR,0.10108568,
O14581,0,0,OR7A17,0,0
O14598,0,0,VCY; VCY1B,0,0
O14604,0,0,TMSB4Y,0,0
O14921,0,0.061829629,RGS13,0.177977081,0
O15442,0,0.303476335,MPPED1,0,
O15482,0,0.298853665,TEX28; TEX28P1; TEX28P2,0,0
O43246,0,0.069518374,SLC7A4,0.398499094,0
O43325,0,0.122574006,LYRM1,3.215271815,0
O43869,0,0.082643492,OR2T1,0,0
O60224,0,0.085213021,SSX4; SSX4B,0,0
O60320,0,0.21262532,ENTREP2,0,0
O60404,0,0,OR10H3,0,0
O60431,0,0.363761535,OR1I1,0,
O60575,0,0.062760063,SPINK4,1.485896398,0
O60637,0,0.329344252,TSPAN3,4.899240532,
O60739,0,0.848923479,EIF1B,5.028937567,1
O75290,0,0.287983463,ZNF780A,1.216989765,0
O75373,0,0.281318449,ZNF737,0.362894177,0
O75949,0,0.110989813,NALF2,0.01186414,0
O75954,0,0,TSPAN9,0.49265232,0
O76000,0,0,OR2B3,0,0
O76087,0,0,GAGE7,0,0
O76100,0,0.024767581,OR7A10,0,0
O94952,0,0.522735545,FBXO21,2.35580963,
O95006,0,0.070618152,OR2F2,0,0
O95013,0,0,OR4F21,0,0
O95081,0,0.036049394,AGFG2,3.480690133,0
O95156,0,0.153943225,NXPH2,0,0
O95157,0,0.196919799,NXPH3,0,0
O95158,0,0.409068413,NXPH4,3.254555735,
O95221,0,0.230770498,OR5F1,0,0
O95424,0,0,DEXI,3.268378836,0
O95478,0,0.16080374,NSA2,4.943863618,0
O95502,0,0.160098295,NPTXR,0.294103237,0
O95521,0,0.32238337,PRAMEF1,0,
O95800,0,0.088820189,GPR75,2.532505815,0
O95825,0,0.59814731,CRYZL1,1.263758418,
O95857,0,0.553749219,TSPAN13,3.773408949,
O95969,0,0,SCGB1D2,0,0
O96001,0,0.230413338,PPP1R17,0.031179859,0
P01737,0,0.170917372,TRAV8-4,0.446859366,0
P0C0P6,0,0.163373831,NPS,0,0
P0C5J1,0,0.484518306,FAM86B2,0.24717687,
P0C5Y4,0,0,KRTAP1-4,0,0
P0C626,0,0.06346563,OR5G3,0,0
P0C628,0,0.106293155,OR5AC1,0,0
P0C629,0,0.188021687,OR10J4,0,0
P0C646,0,0,OR52Z1P,0,0
P0C6S8,0,0.165805275,LINGO3,0.046952655,0
P0C7A2,0,0.371624518,FAM153B,0,
P0C7L1,0,0,SPINK8,0.036933532,0
P0C7N1,0,0.224134836,OR8U8,0,0
P0C7N5,0,0.100460357,OR8U9,0,0
P0C7P4,0,0.999925609,UQCRFS1P1,3.614688938,1
P0C7Q2,0,0.601957589,ARMS2,0,
P0C7Q6,0,0.105961392,SLC35G6,0.151923728,0
P0C7T2,0,0.061624996,OR2T7,0,0
P0C7T3,0,0,OR56A5,0.227444973,0
P0C7T4,0,0,HMSD,0.06029173,0
P0C7U1,0,0.475950574,ASAH2B,0.448879152,
P0C7V7,0,0.031597383,SEC11B,0,0
P0C7X1,0,0.297023558,TBC1D3H,0,0
P0CB38,0,0.197059615,PABPC4L,0.059821551,0
P0CG01,0,0.047215162,GKN3P,0.433022946,0
P0CG36,0,0,CFC1B,0,0
P0CG40,0,0.217021042,SP9,0.173705141,0
P0CH99,0,0.176709699,ZNF705D,0,0
P0CI26,0,0.275933782,TRIM49C,0,0
P0CJ72,0,0,MTRNR2L5,0,0
P0CK96,0,0.219342128,SLC35E2B,2.37649055,0
P0CL82,0,0,GAGE12I,0,0
P0CV98,0,0.275377976,TSPY3,0,0
P0CW00,0,0.304587443,TSPY8,0,
P0CW01,0,0.275377976,TSPY10,0,0
P0CW20,0,0.025347182,LIMS4,0,0
P0DKB6,0,0.166528524,MPC1L,0,0
P0DM35,0,0,MT1HL1,0,0
P0DMU2,0,0.081100117,OR8G3P,0.640692423,0
P0DN37,0,0.571393642,PPIAL4G,0.637722044,
P0DN81,0,0.114718926,OR13C7,0,0
P0DOX2,0,0,0,0,0
P0DOX7,0,0,0,0,0
P0DOX8,0,0,0,0,0
P0DP01,0,0.213330302,IGHV1-8,0,0
P0DP06,0,0.378447358,IGHV4-30-4,0,
P0DP08,0,0.279523546,IGHV4-38-2,0,0
P0DP09,0,0,IGKV1-13,0,0
P0DP72,0,0.323485682,VSIG10L2,0,
P0DP73,0,0,DEFB130B,0,0
P0DPB5,0,0.102027987,POLR1D,2.276791501,0
P0DPF4,0,0.128323891,TRAV35,0,0
P0DPF7,0,0.212590026,TRBV6-3,0,0
P0DPQ6,0,0,DDIT3,5.642897537,0
P0DQD5,0,0.03060171,NPY4R2,0,0
P0DSN7,0,0.208448215,IGKV1D-37,0,0
P0DSO2,0,0,SCYGR9,0,0
P0DTE1,0,0.587113102,IGHV3-38-3,0,
P0DTE2,0,0.084250924,IGHV8-51-1,0,0
P0DTW3,0,0.236813456,IGHV1-38-4,0,0
P0DUH7,0,0,HRURF,0,0
P0DV77,0,0.339782925,TPRX2,0,
P10075,0,0.075576647,GLI4,3.326565737,0
P11465,0,0.336836724,PSG2,0,
P12525,0,0.223953396,MYCLP1,0,0
P15421,0,0,GYPE,0,0
P16415,0,0.165417924,ZNF823,2.462048668,0
P17017,0,0.21230168,ZNF14,1.080507497,0
P20962,0,0.118847941,PTMS,5.773018543,0
P31275,0,0.174580589,HOXC12,0.286642648,0
P43359,0,0,MAGEA5P,0,0
P43362,0,0.229276298,MAGEA9; MAGEA9B,0,0
P43366,0,0.13883302,MAGEB1,0.498610309,0
P47881,0,0,OR3A1,0,0
P47884,0,0,OR1D4,0,0
P47890,0,0,OR1G1,0,0
P47944,0,0.024621461,MT4,0,0
P51786,0,0.222962091,ZNF157,0,0
P51861,0,0.027468227,CDR1,0,0
P52740,0,0.171684831,ZNF132,0.168324092,0
P52943,0,0.622357959,CRIP2,4.82479244,
P55822,0,0.228928188,SH3BGR,0.204542994,0
P56749,0,0.226636194,CLDN12,2.366136256,0
P57060,0,0.287395678,RWDD2B,2.340639307,0
P58170,0,0.227301586,OR1D5,0,0
P58180,0,0.080088246,OR4D2,0,0
P58181,0,0,OR10A3,0,0
P58511,0,0.362489678,SMIM11,0.016086804,
P58549,0,0,FXYD7,0.679990385,0
P59536,0,0.0216306,TAS2R41,0,0
P59539,0,0.17289613,TAS2R45,0,0
P59551,0,0.085535961,TAS2R60,0.301456899,0
P59922,0,0.112223639,OR2B8P,0,0
P60673,0,0.198836352,PFN3,1.661131129,0
P60985,0,0,KRTDAP,0.040036236,0
P61129,0,0.210444147,ZC3H6,0.968144301,0
P61236,0,0.21500594,YPEL3,3.715043961,0
P61570,0,0.219669069,ERVK-25,0,0
P62502,0,0.027466399,LCN6,0.071958752,0
P63119,0,0,ERVK-21,0,0
P63121,0,0,HERVK_113,0,0
P63124,0,0,HERV-K104,0,0
P63302,0,0,SELENOW,6.482150396,0
P82909,0,0.700996641,MRPS36,2.11598143,1
P84157,0,0.340633921,MXRA7,0.628445978,
P86790,0,0.912285296,CCZ1B,2.743530567,1
P98182,0,0.172927044,ZNF200,2.319788812,0
Q008S8,0,0.335346311,ECT2L,0.006200221,
Q02325,0,0.111446364,PLGLB1; PLGLB2,0,0
Q03924,0,0.227092807,ZNF117,2.055574508,0
Q03938,0,0.313196781,ZNF90,0.122396528,
Q05DH4,0,0.397861224,FHIP1A,0.303022252,
Q075Z2,0,0.045658733,BSPH1,0,0
Q08AI6,0,0.155629983,SLC38A11,0.772731681,0
Q0P6D2,0,0.234383578,DIPK1C,0.992695906,0
Q0VDE8,0,0.069071583,ADIG,0.045238837,0
Q0VGE8,0,0.406108916,ZNF816,2.248738214,
Q107X0,0,0.039721592,KLKP1,5.303141602,0
Q12767,0,0.732786664,TMEM94,3.353509974,1
Q13066,0,0,GAGE2B; GAGE2C,0,0
Q13069,0,0,GAGE5,0,0
Q13072,0,0.137407262,BAGE,0,0
Q13296,0,0,SCGB2A2,0,0
Q13536,0,0.096910671,MIR9-1HG,0.148528046,0
Q14507,0,0,EDDM3A,0,0
Q14582,0,0.223624862,MXD4,2.995624007,0
Q15032,0,0.630852951,R3HDM1,1.19584366,
Q15434,0,0.161922992,RBMS2,2.119423002,0
Q15486,0,0.118494821,GUSBP1,0.767274664,0
Q15615,0,0.020645198,OR4D1,0.086255455,0
Q15619,0,0.113303265,OR1C1,0,0
Q15622,0,0.094935741,OR7A5,0,0
Q16517,0,0,NNAT,0.517021927,0
Q16609,0,0,LPAL2,0.045672762,0
Q16626,0,0.410006423,MEA1,4.481441512,
Q17R55,0,0.165279251,FAM187B,0,0
Q17RC7,0,0.482288803,EXOC3L4,1.629184419,
Q17RG1,0,0.474571605,KCTD19,0.126759543,
Q17RH7,0,0.15185864,TPRXL,0.018319614,0
Q17RR3,0,0.165807951,PNLIPRP3,0,0
Q1AE95,0,0.230325038,TMEM183BP,1.521989096,0
Q1W4C9,0,0,SPINK13,0.071793564,0
Q1X8D7,0,0.66203287,LRRC36,0.528750398,
Q1ZYL8,0,0.310936158,IZUMO4,2.931343088,
Q24JQ0,0,0.050678226,TMEM241,0.68474654,0
Q2M218,0,0.401472142,ZNF630,0.330979924,
Q2M3D2,0,0.304338532,EXOC3L2,0.020157275,
Q2M3W8,0,0.473645231,ZNF181,1.87401017,
Q2M5E4,0,0.146862939,RGS21,0,0
Q2TAL5,0,0.419992397,SMTNL2,0.265636432,
Q2TB10,0,0.214253031,ZNF800,2.145001742,0
Q2TV78,0,0.263793902,MST1L,1.49971374,0
Q2VY69,0,0.310380124,ZNF284,0.283371055,
Q2VYF4,0,0.398989793,LETM2,2.002000421,
Q2WGJ8,0,0.166067227,TMEM249,1.434475665,0
Q30KQ1,0,0,DEFB133,0.183341311,0
Q30KQ4,0,0.35451942,DEFB116,0,
Q30KQ5,0,0.268977736,DEFB115,0,0
Q30KQ8,0,0.040880873,DEFB112,0,0
Q30KR1,0,0.099899916,DEFB109B,0,0
Q3B7J2,0,0.459780714,GFOD2,2.181455755,
Q3B7T3,0,0.208668318,BEAN1,0.132946,0
Q3B8N5,0,0.496739514,PROX2,0,
Q3C1V8,0,0.200190846,BSX,0.075923933,0
Q3KNT7,0,0.395254469,NSUN5P1,4.60547263,
Q3KNW1,0,0.424980486,SNAI3,0.499781068,
Q3KP31,0,0.101284138,ZNF791,2.993639595,0
Q3LI61,0,0.035384583,KRTAP20-2,0.595753857,0
Q3LI67,0,0,KRTAP6-3,0.425058221,0
Q3LI73,0,0.165641878,KRTAP19-4,0,0
Q3LI81,0,0.18670389,KRTAP27-1,0,0
Q3LI83,0,0.096994105,KRTAP24-1,0,0
Q3MIS6,0,0.372359087,ZNF528,0.442204429,
Q3MIX3,0,0.692456744,ADCK5,2.920538271,
Q3ZCW2,0,0.334448217,LGALSL,3.609291768,
Q494W8,0,0.422409248,CHRFAM7A,0,
Q499Z3,0,0.411629992,SLFNL1,0.23417855,
Q49AA0,0,0.188554508,ZFP69,1.578648371,0
Q4G0F5,0,0.705160315,VPS26B,3.246703728,1
Q4G0I0,0,0.059703179,UQCC4,0,0
Q4G0S7,0,0.273761714,CCDC152,0.324527202,0
Q4G0Z9,0,0.404806395,MCMDC2,0.283545622,
Q4G112,0,0.208517994,HSF5,0,0
Q4V339,0,0.658312128,ZNG1F,0,
Q4VC39,0,0,HIGD2B,0,0
Q4VXA5,0,0.085763707,KHDC1,0.902665059,0
Q504U0,0,0.22839807,C4orf46,3.230475855,0
Q52LA3,0,0.319992384,LIN52,0.572952497,
Q52M58,0,0,LINC02914,0,0
Q52M93,0,0.46418734,ZNF585B,1.023920156,
Q53FE4,0,0.392172446,C4orf17,0,
Q53S08,0,0.857049738,RAB6D,0.376715609,1
Q53S58,0,0.3925433,TMEM177,2.496108339,
Q53S99,0,0,C2orf83,0.042119689,0
Q56A73,0,0.394988002,SPIN4,3.594703141,
Q5BKX6,0,0.251682876,SLC45A4,1.779774403,0
Q5CZA5,0,0.252082762,ZNF805,1.389779867,0
Q5EBM4,0,0,ZNF542P,1.18764499,0
Q5GH70,0,0.22951896,XKR9,0.046160801,0
Q5H8A3,0,0.078246015,NMS,0,0
Q5H913,0,0.124866553,ARL13A,0,0
Q5H9M0,0,0.389679249,PWWP3B,0,
Q5HY98,0,0.302425398,ZNF766,2.73123491,
Q5HYR2,0,0.295346501,DMRTC1; DMRTC1B,0,0
Q5I0G3,0,0.350491905,MDH1B,0.372578054,
Q5JPI3,0,0.760991699,C3orf38,2.366361199,1
Q5JQS5,0,0.045375781,OR2B11,0.261908095,0
Q5JRC9,0,0.261343019,FAM47A,0,0
Q5JRS4,0,0.073850123,OR10J3,0,0
Q5JRV8,0,0,TMEM255A,0.031292421,0
Q5JS54,0,0.72908395,PSMG4,1.425331393,1
Q5JSS6,0,0.042229159,MEIG1,0.045871343,0
Q5JTD7,0,0.111889313,LRRC73,1.719225779,0
Q5JU00,0,0.159607452,TCTE1,0.178226984,0
Q5JUK9,0,0.03847981,PAGE3,0,0
Q5JVG2,0,0.253546779,ZNF484,1.174118357,0
Q5JVG8,0,0.285775923,ZNF506,1.320206522,0
Q5JX69,0,0,FAM209B,1.354935843,0
Q5JXM2,0,0.366433821,METTL24,0.002935547,
Q5PT55,0,0.027405761,SLC10A5,2.976571988,0
Q5R3K3,0,0.317129485,CALHM6,2.524692216,
Q5SSQ6,0,0.205083002,SAPCD1,0,0
Q5SV17,0,0.115096409,TMEM240,0.867447947,0
Q5SV97,0,0.346951249,PERM1,0.092783364,
Q5SXM1,0,0.406119268,ZNF678,0.410728332,
Q5SY68,0,0.219412678,S100A7L2,0,0
Q5SZD1,0,0.18820539,C6orf141,4.097912395,0
Q5SZD4,0,0.211194446,GLYATL3,0.023611527,0
Q5T0B9,0,0.260381706,ZNF362,1.208944203,0
Q5T1A1,0,0.270248754,DCST2,1.352000264,0
Q5T1J5,0,0.999924434,CHCHD2P9,2.035098648,1
Q5T1S8,0,0.076718504,NCMAP,1.53173725,0
Q5T292,0,0.115182393,TMEM273,0.276016993,0
Q5T2L2,0,0.171116788,AKR1C8,0.042128923,0
Q5T5D7,0,0.129373972,ZNF684,0.986689701,0
Q5T5M9,0,0.140076682,CCNJ,2.466222179,0
Q5T6J7,0,0.355355314,IDNK,1.153691925,
Q5T7M9,0,0.240812827,DIPK1A,0.569756648,0
Q5TEA3,0,0.262739818,DNAAF9,0.681576468,0
Q5TF39,0,0.251606863,MFSD4B,0.796073247,0
Q5TFG8,0,0.290413788,ZC2HC1B,0,0
Q5TG30,0,0.155887063,ARHGAP40,0.621071065,0
Q5TGI0,0,0.273088395,FAXC,0.021092337,0
Q5TGS1,0,0.036163703,HES3,0,0
Q5TZ20,0,0.121162107,OR2G6,0,0
Q5U3C3,0,0.389942497,TMEM164,2.065743057,
Q5UAW9,0,0.08804508,GPR157,1.891562311,0
Q5VSG8,0,0.305928496,MANEAL,3.432166251,
Q5VT79,0,0.39966345,ANXA8L1,0.432595056,
Q5VTE6,0,0.171407491,ANGEL2,2.576870598,0
Q5VTL8,0,0.713533456,PRPF38B,5.141169101,1
Q5VTM2,0,0.469802969,AGAP9,2.90143462,
Q5VTU8,0,0,ATP5F1EP2,2.270052483,0
Q5VU69,0,0.04015812,CFAP141,0.170267254,0
Q5VUY0,0,0.158540028,AADACL3,0,0
Q5VX52,0,0.389650301,SPATA1,0.322058421,
Q5VXU3,0,0,CHIC1,0.981826657,0
Q5VYV0,0,0.155153382,FOXB2,0,0
Q5VZ03,0,0.215481777,NXNL2,0.006672351,0
Q5W0B7,0,0.038765674,TMEM236,0.053815091,0
Q5W0V3,0,0.844068942,FHIP2A,1.556674426,1
Q5W186,0,0.083346416,CST9,0,0
Q5W188,0,0.115256689,CST9LP1,0,0
Q5W5W9,0,0.203471715,RESP18,0,0
Q5XG99,0,0.241087548,LYSMD4,5.124783192,0
Q5XKK7,0,0.601018147,FAM219B,3.774183136,
Q5XKR9,0,0.409788416,FAM104B,2.376943573,
Q63HM2,0,0.371455789,PCNX4,1.712512086,
Q63HM9,0,0.315637312,PLCXD3,0.003297318,
Q63ZE4,0,0.260437917,SLC22A10,0,0
Q64ET8,0,0.094278875,FRG2,0,0
Q658K8,0,0.058362349,EEF1DP3,2.306964199,0
Q658L1,0,0.325041748,SAXO2,0.591055447,
Q658N2,0,0.303693878,WSCD1,0.029842633,
Q68CQ7,0,0.413147088,GLT8D1,3.25563704,
Q68DI1,0,0.217797735,ZNF776,3.039011881,0
Q68DU8,0,0.477174206,KCTD16,0,
Q68DY9,0,0.197849615,ZNF772,1.74364769,0
Q6AI08,0,0.54971213,HEATR6,1.896102875,
Q6AW86,0,0.618795778,ZNF324B,2.729502931,
Q6BEB4,0,0.13947131,SP5,1.776371009,0
Q6DD87,0,0.195987486,ZNF787,3.499206097,0
Q6DKI1,0,0.169856722,RPL7L1,4.911996793,0
Q6EBC2,0,0.220681066,IL31,0,0
Q6F5E7,0,0.048647631,TXNRD3NB,0,0
Q6GPI1,0,0.377815139,CTRB2,0.438219557,
Q6GV28,0,0.044219602,TMEM225,0,0
Q6ICC9,0,0.169036403,RTL6,4.491816771,0
Q6ICG6,0,0.358545492,KIAA0930,3.618896307,
Q6ICH7,0,0.397121698,ASPHD2,2.400965133,
Q6IE38,0,0.136267611,SPINK14,0,0
Q6IEE8,0,0.330091813,SLFN12L,0.108418596,
Q6IEU7,0,0.049813833,OR5M10,0,0
Q6IEY1,0,0,OR4F3; OR4F16; OR4F29,0,0
Q6IEZ7,0,0.025267918,OR2T5,0,0
Q6IF00,0,0.054088132,OR2T2,0,0
Q6IF36,0,0.02614309,OR8G2P,0.307568513,0
Q6IF42,0,0.058607143,OR2A2,0,0
Q6IF63,0,0.052656056,OR52W1,0,0
Q6IF82,0,0.036923062,OR4A47,0,0
Q6IF99,0,0,OR10K2,0,0
Q6IFG1,0,0,OR52E8,0,0
Q6IFN5,0,0.136253294,OR7E24,0,0
Q6IPT2,0,0.374985107,GARIN5A,1.32818797,
Q6IPX1,0,0.297023558,TBC1D3C,0,0
Q6J272,0,0.28829751,CIMIP2A,0,0
Q6JVE6,0,0.158539004,LCN10,0.062804954,0
Q6L8G5,0,0,KRTAP5-10,0.453601141,0
Q6L9T8,0,0.367636728,FAM72D,1.33919262,
Q6MZZ7,0,0.405428374,CAPN13,0.023795643,
Q6NT04,0,0.321240682,TIGD7,0.838175607,
Q6NT52,0,0.216667829,CGB2,0,0
Q6NT89,0,0,TRNP1,6.018553362,0
Q6NVV3,0,0.198199349,NIPAL1,0.522282504,0
Q6NW29,0,0.427077106,RWDD4,2.306696833,
Q6NX49,0,0.193370057,ZNF544,1.790676885,0
Q6NXP2,0,0.190250136,GARIN1A,1.895050114,0
Q6NZ63,0,0.271439332,STEAP1B,0.013012194,0
Q6P093,0,0.237559259,AADACL2,0,0
Q6P161,0,0.923324918,MRPL54,4.314037709,1
Q6P1N9,0,0.422282651,TATDN1,2.006004755,
Q6P387,0,0.360308621,C16orf46,0.238111588,
Q6P3R8,0,0.386869497,NEK5,0.444751131,
Q6P3V2,0,0.413486356,ZNF585A,0.438465722,
Q6P474,0,0.848778953,PDXDC2P,0.312440569,1
Q6P995,0,0.302649703,FAM171B,0.05903704,
Q6P9A1,0,0.166673466,ZNF530,1.997000126,0
Q6P9A3,0,0.157808271,ZNF549,1.379266269,0
Q6P9G0,0,0.171651518,CYB5D1,2.246348226,0
Q6PCB5,0,0.575752794,RSBN1L,2.506055754,
Q6PH81,0,0.10420423,C16orf87,1.799819067,0
Q6PI47,0,0.30178361,KCTD18,1.52382806,
Q6PID6,0,0.395436946,TTC33,0.117116711,
Q6PJE2,0,0.630836233,POMZP3,0.110377167,
Q6PK04,0,0.024603131,CCDC137,4.606328631,0
Q6PK81,0,0.240889867,ZNF773,1.898490923,0
Q6S8J7,0,0.273714855,POTEA,0,0
Q6U949,0,0,IGF2-AS,0.040367832,0
Q6UE05,0,0,TMEM270,0.759639985,0
Q6UQ28,0,0.149751808,PLET1,0,0
Q6UW01,0,0.282780855,CBLN3,1.013267082,0
Q6UW02,0,0.904139433,CYP20A1,1.217220694,1
Q6UWE3,0,0.048549993,CLPSL2,0,0
Q6UWF7,0,0.189958995,NXPE4,0,0
Q6UWH4,0,0.34295001,GASK1B,2.27396432,
Q6UWI4,0,0.113025468,SHISA2,0.044338195,0
Q6UWJ8,0,0.064118001,CD164L2,0.547079124,0
Q6UWM9,0,0.383757153,UGT2A3,0,
Q6UWN0,0,0.350821177,LYPD4,0,
Q6UWN8,0,0.114837321,SPINK6,0,0
Q6UWQ5,0,0.170439467,LYZL1,0,0
Q6UWS5,0,0.07415467,PET117,2.882658545,0
Q6UWT2,0,0,ENHO,1.177351009,0
Q6UWV7,0,0.156434152,SHISAL2A,0.145476165,0
Q6UX68,0,0.489151275,XKR5,0.012377134,
Q6UXB1,0,0.214352336,IGFL3,0,0
Q6UXB3,0,0.299583785,LYPD2,0.132083308,0
Q6UXD7,0,0.278484708,SLC49A3,2.5313211,0
Q6UXE8,0,0.291840769,BTNL3,0.123696098,0
Q6UXF7,0,0.3089458,CLEC18B,0.69058165,
Q6UXN7,0,0.181312137,TOMM20L,0.146679966,0
Q6UXU6,0,0.056345483,TMEM92,1.970412904,0
Q6UXV1,0,0.047899916,IZUMO2,0.198328759,0
Q6UXY8,0,0.44553194,TMC5,4.350894398,
Q6UY01,0,0.150995963,LRRC31,1.023226273,0
Q6UY27,0,0.182306594,PATE2,0,0
Q6V702,0,0.23501318,CFAP299,0,0
Q6V9R5,0,0.21033382,ZNF562,2.918194281,0
Q6X9E4,0,0.316085232,FBXW12,0.011515619,
Q6XE38,0,0,SCGB1D4,0,0
Q6XLA1,0,0.048609159,CASC2,0.1288428,0
Q6ZMB5,0,0.355076186,TMEM184A,4.204946278,
Q6ZMW2,0,0.282637249,ZNF782,0.587240375,0
Q6ZN01,0,0.165598513,MAMSTR,1.21028045,0
Q6ZN06,0,0.405189109,ZNF813,1.558149612,
Q6ZN32,0,0.154267053,ETV3L,0.016377813,0
Q6ZN68,0,0.262160023,DPY19L2P2,0.33493434,0
Q6ZN79,0,0.348050812,ZNF705A,0,
Q6ZN84,0,0.159266362,CCDC81,0.080139533,0
Q6ZNC4,0,0.157773461,ZNF704,0.64534556,0
Q6ZNF0,0,0.259727731,ACP7,0.035932534,0
Q6ZNG1,0,0.29579809,ZNF600,3.190934734,0
Q6ZNM6,0,0,SPMIP10,0,0
Q6ZNR0,0,0.156389865,TMEM91,1.230614668,0
Q6ZR62,0,0.212532064,RTL4,0,0
Q6ZRI6,0,0.535722987,C15orf39,4.150441583,
Q6ZRR5,0,0.170904072,TLCD5,0.365322523,0
Q6ZRS4,0,0.413096036,ITPRID1,0.09242585,
Q6ZS11,0,0.524197923,RINL,3.452890904,
Q6ZS82,0,0.249702682,RGS9BP,0.437408883,0
Q6ZSI9,0,0.530941743,CAPN12,2.635368679,
Q6ZSS3,0,0.331953365,ZNF621,2.007187747,
Q6ZUJ4,0,0.229647796,C3orf62,3.017227738,0
Q6ZUS6,0,0.276117597,CCDC149,0.234755799,0
Q6ZUT6,0,0.383800103,CCDC9B,4.055083795,
Q6ZV89,0,0.33334158,SH2D5,0.961953557,
Q719I0,0,0.207414459,AHSA2P,4.734216435,0
Q71RC9,0,0.057868773,SMIM5,3.618814899,0
Q75NE6,0,0.128048969,MIR17HG,1.30486433,0
Q765I0,0,0.189665793,UTS2B,0.010561364,0
Q7L0X2,0,0.21372238,ERICH6,0.030060913,0
Q7L211,0,0.86356427,ABHD13,2.585108741,1
Q7L985,0,0.242889975,LINGO2,0,0
Q7RTT3,0,0.135109659,SSX9P,0,0
Q7RTT4,0,0.281791368,SSX8P,0,0
Q7RTT5,0,0.07258522,SSX7,0,0
Q7RTT6,0,0.02884255,SSX6P,0,0
Q7RTU0,0,0.196709537,TCF24,0.060824326,0
Q7RTU5,0,0.274906287,ASCL5,0.537225855,0
Q7RTV5,0,0.242063274,PRXL2C,1.988398204,0
Q7RTY3,0,0.437210081,PRSS45P,0,
Q7Z304,0,0.226651472,MAMDC2,0.00183503,0
Q7Z402,0,0.167901134,TMC7,1.895888747,0
Q7Z404,0,0.663918502,TMC4,0.970008879,
Q7Z422,0,0.258217576,SZRD1,3.765587701,0
Q7Z4H9,0,0.532860481,FAM220A,2.363174951,
Q7Z4L0,0,0,COX8C,0,0
Q7Z4L9,0,0.216779631,PPP1R42,0,0
Q7Z4M0,0,0.349270203,REC114,0,
Q7Z4R8,0,0.994470529,C6orf120,4.069268327,1
Q7Z4Y8,0,0,ATP5MGL,2.994076205,0
Q7Z5A8,0,0,TAFA3,0.149721665,0
Q7Z5A9,0,0,TAFA1,0,0
Q7Z5L0,0,0.253539485,VMO1,4.062716663,0
Q7Z5L3,0,0.238489494,C1QL2,0.125847706,0
Q7Z5S9,0,0.156218626,TMEM144,1.20713767,0
Q7Z5Y7,0,0.459502308,KCTD20,2.422075015,
Q7Z6W1,0,0.286034673,TMCO2,0.210674412,0
Q7Z713,0,0.5115145,ANKRD37,3.368500492,
Q7Z7J9,0,0.254841797,CAMK2N1,5.968436841,0
Q7Z7K0,0,0.32053245,CMC1,0.916866129,
Q86SI9,0,0.091067289,IRX2-DT,0,0
Q86SM5,0,0.109732772,MRGPRG,0,0
Q86SM8,0,0.049569288,MRGPRE,0,0
Q86T20,0,0.263386046,SMIM29,4.399587418,0
Q86T29,0,0.080767204,ZNF605,0.185298891,0
Q86TE4,0,0.089324657,LUZP2,0.001721404,0
Q86V87,0,0.311303556,FHIP2B,4.263533333,
Q86V88,0,0.37485321,MDP1,1.600053317,
Q86VE3,0,0.417721897,SATL1,0.002215792,
Q86VG3,0,0.377469606,IFTAP,0.522678812,
Q86VH4,0,0.110826505,LRRTM4,0.000795173,0
Q86VR8,0,0.313211632,FJX1,2.404185996,
Q86VU5,0,0.891026134,COMTD1,5.637962488,1
Q86VY9,0,0.183511026,TMEM200A,0.071585622,0
Q86W34,0,0.517343315,AMZ2,2.170162974,
Q86WR7,0,0.130353079,PROSER2,1.485197226,0
Q86WZ6,0,0.269429086,ZNF227,1.597009943,0
Q86X60,0,0.14248665,FAM72B,1.686149221,0
Q86XE3,0,0.276196544,MICU3,0.007026251,0
Q86XJ0,0,0.088767672,CALHM3,1.603776532,0
Q86XN6,0,0.26341124,ZNF761,2.627896136,0
Q86XS5,0,0.209755595,ANGPTL5,0,0
Q86XU0,0,0.570922641,ZNF677,0.082655504,
Q86XZ4,0,0.83331448,SPATS2,1.387547723,1
Q86YB7,0,0.535466959,ECHDC2,3.001501754,
Q86YQ2,0,0.128682293,BPIFA4P,0,0
Q8IUA0,0,0,WFDC8,0,0
Q8IUB2,0,0.124858069,WFDC3,1.1990113,0
